,n,m,tau_a,tau_b,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b
0,6.0,5.0,0.0,0.0,0.0,0.0,15625.0,15625.0,15625.0,1.0,1.0
1,6.0,5.0,0.0,0.0,0.0,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
2,6.0,5.0,0.0,0.0,0.0,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
3,6.0,5.0,0.0,0.0,0.0,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
4,6.0,5.0,0.0,0.0,0.0,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
5,6.0,5.0,0.0,0.0,0.0,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
6,6.0,5.0,0.0,0.0,0.0,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
7,6.0,5.0,0.0,0.0,0.0,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
8,6.0,5.0,0.0,0.0,0.0,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
9,6.0,5.0,0.0,0.0,0.0,1.0,15625.0,15625.0,15625.0,1.0,1.0
10,6.0,5.0,0.0,0.0,0.1111111111111111,0.0,15625.0,15625.0,15625.0,1.0,1.0
11,6.0,5.0,0.0,0.0,0.1111111111111111,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
12,6.0,5.0,0.0,0.0,0.1111111111111111,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
13,6.0,5.0,0.0,0.0,0.1111111111111111,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
14,6.0,5.0,0.0,0.0,0.1111111111111111,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
15,6.0,5.0,0.0,0.0,0.1111111111111111,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
16,6.0,5.0,0.0,0.0,0.1111111111111111,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
17,6.0,5.0,0.0,0.0,0.1111111111111111,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
18,6.0,5.0,0.0,0.0,0.1111111111111111,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
19,6.0,5.0,0.0,0.0,0.1111111111111111,1.0,15625.0,15625.0,15625.0,1.0,1.0
20,6.0,5.0,0.0,0.0,0.2222222222222222,0.0,15625.0,15625.0,15625.0,1.0,1.0
21,6.0,5.0,0.0,0.0,0.2222222222222222,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
22,6.0,5.0,0.0,0.0,0.2222222222222222,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
23,6.0,5.0,0.0,0.0,0.2222222222222222,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
24,6.0,5.0,0.0,0.0,0.2222222222222222,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
25,6.0,5.0,0.0,0.0,0.2222222222222222,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
26,6.0,5.0,0.0,0.0,0.2222222222222222,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
27,6.0,5.0,0.0,0.0,0.2222222222222222,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
28,6.0,5.0,0.0,0.0,0.2222222222222222,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
29,6.0,5.0,0.0,0.0,0.2222222222222222,1.0,15625.0,15625.0,15625.0,1.0,1.0
30,6.0,5.0,0.0,0.0,0.3333333333333333,0.0,15625.0,15625.0,15625.0,1.0,1.0
31,6.0,5.0,0.0,0.0,0.3333333333333333,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
32,6.0,5.0,0.0,0.0,0.3333333333333333,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
33,6.0,5.0,0.0,0.0,0.3333333333333333,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
34,6.0,5.0,0.0,0.0,0.3333333333333333,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
35,6.0,5.0,0.0,0.0,0.3333333333333333,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
36,6.0,5.0,0.0,0.0,0.3333333333333333,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
37,6.0,5.0,0.0,0.0,0.3333333333333333,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
38,6.0,5.0,0.0,0.0,0.3333333333333333,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
39,6.0,5.0,0.0,0.0,0.3333333333333333,1.0,15625.0,15625.0,15625.0,1.0,1.0
40,6.0,5.0,0.0,0.0,0.4444444444444444,0.0,15625.0,15625.0,15625.0,1.0,1.0
41,6.0,5.0,0.0,0.0,0.4444444444444444,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
42,6.0,5.0,0.0,0.0,0.4444444444444444,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
43,6.0,5.0,0.0,0.0,0.4444444444444444,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
44,6.0,5.0,0.0,0.0,0.4444444444444444,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
45,6.0,5.0,0.0,0.0,0.4444444444444444,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
46,6.0,5.0,0.0,0.0,0.4444444444444444,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
47,6.0,5.0,0.0,0.0,0.4444444444444444,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
48,6.0,5.0,0.0,0.0,0.4444444444444444,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
49,6.0,5.0,0.0,0.0,0.4444444444444444,1.0,15625.0,15625.0,15625.0,1.0,1.0
50,6.0,5.0,0.0,0.0,0.5555555555555556,0.0,15625.0,15625.0,15625.0,1.0,1.0
51,6.0,5.0,0.0,0.0,0.5555555555555556,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
52,6.0,5.0,0.0,0.0,0.5555555555555556,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
53,6.0,5.0,0.0,0.0,0.5555555555555556,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
54,6.0,5.0,0.0,0.0,0.5555555555555556,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
55,6.0,5.0,0.0,0.0,0.5555555555555556,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
56,6.0,5.0,0.0,0.0,0.5555555555555556,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
57,6.0,5.0,0.0,0.0,0.5555555555555556,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
58,6.0,5.0,0.0,0.0,0.5555555555555556,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
59,6.0,5.0,0.0,0.0,0.5555555555555556,1.0,15625.0,15625.0,15625.0,1.0,1.0
60,6.0,5.0,0.0,0.0,0.6666666666666666,0.0,15625.0,15625.0,15625.0,1.0,1.0
61,6.0,5.0,0.0,0.0,0.6666666666666666,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
62,6.0,5.0,0.0,0.0,0.6666666666666666,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
63,6.0,5.0,0.0,0.0,0.6666666666666666,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
64,6.0,5.0,0.0,0.0,0.6666666666666666,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
65,6.0,5.0,0.0,0.0,0.6666666666666666,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
66,6.0,5.0,0.0,0.0,0.6666666666666666,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
67,6.0,5.0,0.0,0.0,0.6666666666666666,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
68,6.0,5.0,0.0,0.0,0.6666666666666666,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
69,6.0,5.0,0.0,0.0,0.6666666666666666,1.0,15625.0,15625.0,15625.0,1.0,1.0
70,6.0,5.0,0.0,0.0,0.7777777777777777,0.0,15625.0,15625.0,15625.0,1.0,1.0
71,6.0,5.0,0.0,0.0,0.7777777777777777,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
72,6.0,5.0,0.0,0.0,0.7777777777777777,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
73,6.0,5.0,0.0,0.0,0.7777777777777777,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
74,6.0,5.0,0.0,0.0,0.7777777777777777,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
75,6.0,5.0,0.0,0.0,0.7777777777777777,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
76,6.0,5.0,0.0,0.0,0.7777777777777777,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
77,6.0,5.0,0.0,0.0,0.7777777777777777,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
78,6.0,5.0,0.0,0.0,0.7777777777777777,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
79,6.0,5.0,0.0,0.0,0.7777777777777777,1.0,15625.0,15625.0,15625.0,1.0,1.0
80,6.0,5.0,0.0,0.0,0.8888888888888888,0.0,15625.0,15625.0,15625.0,1.0,1.0
81,6.0,5.0,0.0,0.0,0.8888888888888888,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
82,6.0,5.0,0.0,0.0,0.8888888888888888,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
83,6.0,5.0,0.0,0.0,0.8888888888888888,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
84,6.0,5.0,0.0,0.0,0.8888888888888888,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
85,6.0,5.0,0.0,0.0,0.8888888888888888,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
86,6.0,5.0,0.0,0.0,0.8888888888888888,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
87,6.0,5.0,0.0,0.0,0.8888888888888888,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
88,6.0,5.0,0.0,0.0,0.8888888888888888,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
89,6.0,5.0,0.0,0.0,0.8888888888888888,1.0,15625.0,15625.0,15625.0,1.0,1.0
90,6.0,5.0,0.0,0.0,1.0,0.0,15625.0,15625.0,15625.0,1.0,1.0
91,6.0,5.0,0.0,0.0,1.0,0.1111111111111111,15625.0,15625.0,15625.0,1.0,1.0
92,6.0,5.0,0.0,0.0,1.0,0.2222222222222222,15625.0,15625.0,15625.0,1.0,1.0
93,6.0,5.0,0.0,0.0,1.0,0.3333333333333333,15625.0,15625.0,15625.0,1.0,1.0
94,6.0,5.0,0.0,0.0,1.0,0.4444444444444444,15625.0,15625.0,15625.0,1.0,1.0
95,6.0,5.0,0.0,0.0,1.0,0.5555555555555556,15625.0,15625.0,15625.0,1.0,1.0
96,6.0,5.0,0.0,0.0,1.0,0.6666666666666666,15625.0,15625.0,15625.0,1.0,1.0
97,6.0,5.0,0.0,0.0,1.0,0.7777777777777777,15625.0,15625.0,15625.0,1.0,1.0
98,6.0,5.0,0.0,0.0,1.0,0.8888888888888888,15625.0,15625.0,15625.0,1.0,1.0
99,6.0,5.0,0.0,0.0,1.0,1.0,15625.0,15625.0,15625.0,1.0,1.0
100,6.0,5.0,0.0,1.0,0.0,0.0,15625.0,15625.0,15625.0,1.0,1.0
101,6.0,5.0,0.0,1.0,0.0,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
102,6.0,5.0,0.0,1.0,0.0,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
103,6.0,5.0,0.0,1.0,0.0,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
104,6.0,5.0,0.0,1.0,0.0,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
105,6.0,5.0,0.0,1.0,0.0,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
106,6.0,5.0,0.0,1.0,0.0,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
107,6.0,5.0,0.0,1.0,0.0,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
108,6.0,5.0,0.0,1.0,0.0,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
109,6.0,5.0,0.0,1.0,0.0,1.0,15625.0,4096.0,4096.0,0.262144,1.0
110,6.0,5.0,0.0,1.0,0.1111111111111111,0.0,15625.0,15625.0,15625.0,1.0,1.0
111,6.0,5.0,0.0,1.0,0.1111111111111111,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
112,6.0,5.0,0.0,1.0,0.1111111111111111,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
113,6.0,5.0,0.0,1.0,0.1111111111111111,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
114,6.0,5.0,0.0,1.0,0.1111111111111111,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
115,6.0,5.0,0.0,1.0,0.1111111111111111,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
116,6.0,5.0,0.0,1.0,0.1111111111111111,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
117,6.0,5.0,0.0,1.0,0.1111111111111111,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
118,6.0,5.0,0.0,1.0,0.1111111111111111,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
119,6.0,5.0,0.0,1.0,0.1111111111111111,1.0,15625.0,4096.0,4096.0,0.262144,1.0
120,6.0,5.0,0.0,1.0,0.2222222222222222,0.0,15625.0,15625.0,15625.0,1.0,1.0
121,6.0,5.0,0.0,1.0,0.2222222222222222,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
122,6.0,5.0,0.0,1.0,0.2222222222222222,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
123,6.0,5.0,0.0,1.0,0.2222222222222222,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
124,6.0,5.0,0.0,1.0,0.2222222222222222,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
125,6.0,5.0,0.0,1.0,0.2222222222222222,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
126,6.0,5.0,0.0,1.0,0.2222222222222222,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
127,6.0,5.0,0.0,1.0,0.2222222222222222,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
128,6.0,5.0,0.0,1.0,0.2222222222222222,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
129,6.0,5.0,0.0,1.0,0.2222222222222222,1.0,15625.0,4096.0,4096.0,0.262144,1.0
130,6.0,5.0,0.0,1.0,0.3333333333333333,0.0,15625.0,15625.0,15625.0,1.0,1.0
131,6.0,5.0,0.0,1.0,0.3333333333333333,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
132,6.0,5.0,0.0,1.0,0.3333333333333333,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
133,6.0,5.0,0.0,1.0,0.3333333333333333,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
134,6.0,5.0,0.0,1.0,0.3333333333333333,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
135,6.0,5.0,0.0,1.0,0.3333333333333333,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
136,6.0,5.0,0.0,1.0,0.3333333333333333,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
137,6.0,5.0,0.0,1.0,0.3333333333333333,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
138,6.0,5.0,0.0,1.0,0.3333333333333333,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
139,6.0,5.0,0.0,1.0,0.3333333333333333,1.0,15625.0,4096.0,4096.0,0.262144,1.0
140,6.0,5.0,0.0,1.0,0.4444444444444444,0.0,15625.0,15625.0,15625.0,1.0,1.0
141,6.0,5.0,0.0,1.0,0.4444444444444444,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
142,6.0,5.0,0.0,1.0,0.4444444444444444,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
143,6.0,5.0,0.0,1.0,0.4444444444444444,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
144,6.0,5.0,0.0,1.0,0.4444444444444444,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
145,6.0,5.0,0.0,1.0,0.4444444444444444,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
146,6.0,5.0,0.0,1.0,0.4444444444444444,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
147,6.0,5.0,0.0,1.0,0.4444444444444444,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
148,6.0,5.0,0.0,1.0,0.4444444444444444,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
149,6.0,5.0,0.0,1.0,0.4444444444444444,1.0,15625.0,4096.0,4096.0,0.262144,1.0
150,6.0,5.0,0.0,1.0,0.5555555555555556,0.0,15625.0,15625.0,15625.0,1.0,1.0
151,6.0,5.0,0.0,1.0,0.5555555555555556,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
152,6.0,5.0,0.0,1.0,0.5555555555555556,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
153,6.0,5.0,0.0,1.0,0.5555555555555556,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
154,6.0,5.0,0.0,1.0,0.5555555555555556,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
155,6.0,5.0,0.0,1.0,0.5555555555555556,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
156,6.0,5.0,0.0,1.0,0.5555555555555556,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
157,6.0,5.0,0.0,1.0,0.5555555555555556,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
158,6.0,5.0,0.0,1.0,0.5555555555555556,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
159,6.0,5.0,0.0,1.0,0.5555555555555556,1.0,15625.0,4096.0,4096.0,0.262144,1.0
160,6.0,5.0,0.0,1.0,0.6666666666666666,0.0,15625.0,15625.0,15625.0,1.0,1.0
161,6.0,5.0,0.0,1.0,0.6666666666666666,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
162,6.0,5.0,0.0,1.0,0.6666666666666666,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
163,6.0,5.0,0.0,1.0,0.6666666666666666,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
164,6.0,5.0,0.0,1.0,0.6666666666666666,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
165,6.0,5.0,0.0,1.0,0.6666666666666666,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
166,6.0,5.0,0.0,1.0,0.6666666666666666,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
167,6.0,5.0,0.0,1.0,0.6666666666666666,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
168,6.0,5.0,0.0,1.0,0.6666666666666666,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
169,6.0,5.0,0.0,1.0,0.6666666666666666,1.0,15625.0,4096.0,4096.0,0.262144,1.0
170,6.0,5.0,0.0,1.0,0.7777777777777777,0.0,15625.0,15625.0,15625.0,1.0,1.0
171,6.0,5.0,0.0,1.0,0.7777777777777777,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
172,6.0,5.0,0.0,1.0,0.7777777777777777,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
173,6.0,5.0,0.0,1.0,0.7777777777777777,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
174,6.0,5.0,0.0,1.0,0.7777777777777777,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
175,6.0,5.0,0.0,1.0,0.7777777777777777,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
176,6.0,5.0,0.0,1.0,0.7777777777777777,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
177,6.0,5.0,0.0,1.0,0.7777777777777777,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
178,6.0,5.0,0.0,1.0,0.7777777777777777,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
179,6.0,5.0,0.0,1.0,0.7777777777777777,1.0,15625.0,4096.0,4096.0,0.262144,1.0
180,6.0,5.0,0.0,1.0,0.8888888888888888,0.0,15625.0,15625.0,15625.0,1.0,1.0
181,6.0,5.0,0.0,1.0,0.8888888888888888,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
182,6.0,5.0,0.0,1.0,0.8888888888888888,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
183,6.0,5.0,0.0,1.0,0.8888888888888888,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
184,6.0,5.0,0.0,1.0,0.8888888888888888,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
185,6.0,5.0,0.0,1.0,0.8888888888888888,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
186,6.0,5.0,0.0,1.0,0.8888888888888888,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
187,6.0,5.0,0.0,1.0,0.8888888888888888,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
188,6.0,5.0,0.0,1.0,0.8888888888888888,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
189,6.0,5.0,0.0,1.0,0.8888888888888888,1.0,15625.0,4096.0,4096.0,0.262144,1.0
190,6.0,5.0,0.0,1.0,1.0,0.0,15625.0,15625.0,15625.0,1.0,1.0
191,6.0,5.0,0.0,1.0,1.0,0.1111111111111111,15625.0,15624.0,15624.0,0.999936,1.0
192,6.0,5.0,0.0,1.0,1.0,0.2222222222222222,15625.0,15600.0,15600.0,0.9984,1.0
193,6.0,5.0,0.0,1.0,1.0,0.3333333333333333,15625.0,15600.0,15600.0,0.9984,1.0
194,6.0,5.0,0.0,1.0,1.0,0.4444444444444444,15625.0,15360.0,15360.0,0.98304,1.0
195,6.0,5.0,0.0,1.0,1.0,0.5555555555555556,15625.0,14080.0,14080.0,0.90112,1.0
196,6.0,5.0,0.0,1.0,1.0,0.6666666666666666,15625.0,14080.0,14080.0,0.90112,1.0
197,6.0,5.0,0.0,1.0,1.0,0.7777777777777777,15625.0,10240.0,10240.0,0.65536,1.0
198,6.0,5.0,0.0,1.0,1.0,0.8888888888888888,15625.0,4096.0,4096.0,0.262144,1.0
199,6.0,5.0,0.0,1.0,1.0,1.0,15625.0,4096.0,4096.0,0.262144,1.0
200,6.0,5.0,0.0,2.0,0.0,0.0,15625.0,15625.0,15625.0,1.0,1.0
201,6.0,5.0,0.0,2.0,0.0,0.1111111111111111,15625.0,15561.0,15561.0,0.995904,1.0
202,6.0,5.0,0.0,2.0,0.0,0.2222222222222222,15625.0,14985.0,14985.0,0.95904,1.0
203,6.0,5.0,0.0,2.0,0.0,0.3333333333333333,15625.0,14985.0,14985.0,0.95904,1.0
204,6.0,5.0,0.0,2.0,0.0,0.4444444444444444,15625.0,12825.0,12825.0,0.8208,1.0
205,6.0,5.0,0.0,2.0,0.0,0.5555555555555556,15625.0,8505.0,8505.0,0.54432,1.0
206,6.0,5.0,0.0,2.0,0.0,0.6666666666666666,15625.0,8505.0,8505.0,0.54432,1.0
207,6.0,5.0,0.0,2.0,0.0,0.7777777777777777,15625.0,3645.0,3645.0,0.23328,1.0
208,6.0,5.0,0.0,2.0,0.0,0.8888888888888888,15625.0,729.0,729.0,0.046656,1.0
209,6.0,5.0,0.0,2.0,0.0,1.0,15625.0,729.0,729.0,0.046656,1.0
210,6.0,5.0,0.0,2.0,0.1111111111111111,0.0,15625.0,15625.0,15625.0,1.0,1.0
211,6.0,5.0,0.0,2.0,0.1111111111111111,0.1111111111111111,15625.0,15561.0,15561.0,0.995904,1.0
212,6.0,5.0,0.0,2.0,0.1111111111111111,0.2222222222222222,15625.0,14985.0,14985.0,0.95904,1.0
213,6.0,5.0,0.0,2.0,0.1111111111111111,0.3333333333333333,15625.0,14985.0,14985.0,0.95904,1.0
214,6.0,5.0,0.0,2.0,0.1111111111111111,0.4444444444444444,15625.0,12825.0,12825.0,0.8208,1.0
215,6.0,5.0,0.0,2.0,0.1111111111111111,0.5555555555555556,15625.0,8505.0,8505.0,0.54432,1.0
216,6.0,5.0,0.0,2.0,0.1111111111111111,0.6666666666666666,15625.0,8505.0,8505.0,0.54432,1.0
217,6.0,5.0,0.0,2.0,0.1111111111111111,0.7777777777777777,15625.0,3645.0,3645.0,0.23328,1.0
218,6.0,5.0,0.0,2.0,0.1111111111111111,0.8888888888888888,15625.0,729.0,729.0,0.046656,1.0
219,6.0,5.0,0.0,2.0,0.1111111111111111,1.0,15625.0,729.0,729.0,0.046656,1.0
220,6.0,5.0,0.0,2.0,0.2222222222222222,0.0,15625.0,15625.0,15625.0,1.0,1.0
221,6.0,5.0,0.0,2.0,0.2222222222222222,0.1111111111111111,15625.0,15561.0,15561.0,0.995904,1.0
222,6.0,5.0,0.0,2.0,0.2222222222222222,0.2222222222222222,15625.0,14985.0,14985.0,0.95904,1.0
223,6.0,5.0,0.0,2.0,0.2222222222222222,0.3333333333333333,15625.0,14985.0,14985.0,0.95904,1.0
224,6.0,5.0,0.0,2.0,0.2222222222222222,0.4444444444444444,15625.0,12825.0,12825.0,0.8208,1.0
225,6.0,5.0,0.0,2.0,0.2222222222222222,0.5555555555555556,15625.0,8505.0,8505.0,0.54432,1.0
226,6.0,5.0,0.0,2.0,0.2222222222222222,0.6666666666666666,15625.0,8505.0,8505.0,0.54432,1.0
227,6.0,5.0,0.0,2.0,0.2222222222222222,0.7777777777777777,15625.0,3645.0,3645.0,0.23328,1.0
228,6.0,5.0,0.0,2.0,0.2222222222222222,0.8888888888888888,15625.0,729.0,729.0,0.046656,1.0
229,6.0,5.0,0.0,2.0,0.2222222222222222,1.0,15625.0,729.0,729.0,0.046656,1.0
230,6.0,5.0,0.0,2.0,0.3333333333333333,0.0,15625.0,15625.0,15625.0,1.0,1.0
231,6.0,5.0,0.0,2.0,0.3333333333333333,0.1111111111111111,15625.0,15561.0,15561.0,0.995904,1.0
232,6.0,5.0,0.0,2.0,0.3333333333333333,0.2222222222222222,15625.0,14985.0,14985.0,0.95904,1.0
233,6.0,5.0,0.0,2.0,0.3333333333333333,0.3333333333333333,15625.0,14985.0,14985.0,0.95904,1.0
234,6.0,5.0,0.0,2.0,0.3333333333333333,0.4444444444444444,15625.0,12825.0,12825.0,0.8208,1.0
235,6.0,5.0,0.0,2.0,0.3333333333333333,0.5555555555555556,15625.0,8505.0,8505.0,0.54432,1.0
236,6.0,5.0,0.0,2.0,0.3333333333333333,0.6666666666666666,15625.0,8505.0,8505.0,0.54432,1.0
237,6.0,5.0,0.0,2.0,0.3333333333333333,0.7777777777777777,15625.0,3645.0,3645.0,0.23328,1.0
238,6.0,5.0,0.0,2.0,0.3333333333333333,0.8888888888888888,15625.0,729.0,729.0,0.046656,1.0
239,6.0,5.0,0.0,2.0,0.3333333333333333,1.0,15625.0,729.0,729.0,0.046656,1.0
240,6.0,5.0,0.0,2.0,0.4444444444444444,0.0,15625.0,15625.0,15625.0,1.0,1.0
241,6.0,5.0,0.0,2.0,0.4444444444444444,0.1111111111111111,15625.0,15561.0,15561.0,0.995904,1.0
