n,m,tau_a,tau_b,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b,bin_a,asym_difficulty
7.0,9.0,1.0,6.0,0.8888888888888888,0.5555555555555556,1.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.0,4782969.0,4782969.0,4782969.0,1.0,1.0,"(0.95, 1.0]",0.0
7.0,9.0,3.0,0.0,0.2222222222222222,0.3333333333333333,3523257.0,4566456.0,3306744.0,0.9385474860335196,0.7241379310344828,"(0.9, 0.95]",0.2144095549990368
7.0,9.0,1.0,4.0,0.4444444444444444,0.0,19321.0,4782969.0,19321.0,1.0,0.0040395411302059465,"(0.95, 1.0]",0.995960458869794
7.0,9.0,2.0,1.0,0.0,1.0,4782969.0,2097152.0,2097152.0,0.4384623860200641,1.0,"(0.4, 0.45]",-0.561537613979936
7.0,9.0,2.0,3.0,0.5555555555555556,0.5555555555555556,228272.0,3954096.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.6666666666666666,0.3333333333333333,1401.0,3217344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.3333333333333333,0.2222222222222222,900552.0,4779705.0,897288.0,0.9963755563254536,0.18772874058127015,"(0.95, 1.0]",0.8086468157441835
7.0,9.0,2.0,4.0,0.7777777777777777,0.8888888888888888,3264.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.8888888888888888,0.6666666666666666,1.0,216513.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.1111111111111111,4782969.0,4503033.0,4503033.0,0.9414723365340648,1.0,"(0.9, 0.95]",-0.05852766346593519
7.0,9.0,3.0,0.0,0.2222222222222222,0.4444444444444444,3523257.0,3954096.0,2694384.0,0.7647423960273122,0.6814159292035398,"(0.75, 0.8]",0.08332646682377243
7.0,9.0,1.0,4.0,0.4444444444444444,0.1111111111111111,19321.0,4766585.0,18165.0,0.9401687283266912,0.0038109044525588016,"(0.9, 0.95]",0.9363578238741324
7.0,9.0,2.0,1.0,0.1111111111111111,0.0,3959426.0,4782969.0,3959426.0,1.0,0.8278176170491592,"(0.95, 1.0]",0.17218238295084076
7.0,9.0,2.0,3.0,0.5555555555555556,0.6666666666666666,228272.0,2729376.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.6666666666666666,0.4444444444444444,1401.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.3333333333333333,0.3333333333333333,900552.0,4746777.0,864360.0,0.9598113157263544,0.18209408194233687,"(0.95, 1.0]",0.7777172337840175
7.0,9.0,2.0,4.0,0.7777777777777777,1.0,3264.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.8888888888888888,0.7777777777777777,1.0,32805.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.2222222222222222,4782969.0,3523257.0,3523257.0,0.7366255144032922,1.0,"(0.7, 0.75]",-0.26337448559670784
7.0,9.0,3.0,0.0,0.2222222222222222,0.5555555555555556,3523257.0,3954096.0,2694384.0,0.7647423960273122,0.6814159292035398,"(0.75, 0.8]",0.08332646682377243
7.0,9.0,1.0,4.0,0.4444444444444444,0.2222222222222222,19321.0,4623225.0,12775.0,0.6611976605765747,0.002763222642203224,"(0.65, 0.7]",0.6584344379343715
7.0,9.0,2.0,3.0,0.5555555555555556,0.7777777777777777,228272.0,1259712.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.1111111111111111,3959426.0,4782968.0,3959425.0,0.9999997474381388,0.8278175810500927,"(0.95, 1.0]",0.17218216638804607
7.0,9.0,2.0,2.0,0.3333333333333333,0.4444444444444444,900552.0,4554697.0,672280.0,0.7465199122316091,0.14760147601476015,"(0.7, 0.75]",0.5989184362168489
7.0,9.0,1.0,5.0,0.6666666666666666,0.5555555555555556,1401.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,0.0,128.0,4782969.0,128.0,1.0,2.676162024048243e-05,"(0.95, 1.0]",0.9999732383797595
7.0,9.0,1.0,6.0,0.8888888888888888,0.8888888888888888,1.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.3333333333333333,4782969.0,2053593.0,2053593.0,0.42935528120713307,1.0,"(0.4, 0.45]",-0.5706447187928669
7.0,9.0,3.0,0.0,0.2222222222222222,0.6666666666666666,3523257.0,2729376.0,1469664.0,0.4171322160148976,0.5384615384615384,"(0.4, 0.45]",-0.12132932244664085
7.0,9.0,1.0,4.0,0.4444444444444444,0.3333333333333333,19321.0,4085625.0,4375.0,0.22643755499197765,0.0010708275967569222,"(0.2, 0.25]",0.22536672739522073
7.0,9.0,2.0,3.0,0.5555555555555556,0.8888888888888888,228272.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.2222222222222222,3959426.0,4782912.0,3959369.0,0.9999856039739092,0.8278155650783455,"(0.95, 1.0]",0.1721700388955637
7.0,9.0,2.0,2.0,0.3333333333333333,0.5555555555555556,900552.0,4554697.0,672280.0,0.7465199122316091,0.14760147601476015,"(0.7, 0.75]",0.5989184362168489
7.0,9.0,1.0,5.0,0.6666666666666666,0.6666666666666666,1401.0,697344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,0.1111111111111111,128.0,4766585.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.8888888888888888,1.0,1.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.2222222222222222,0.7777777777777777,3523257.0,1259712.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.4444444444444444,4782969.0,828873.0,828873.0,0.17329675354366714,1.0,"(0.15, 0.2]",-0.8267032464563329
7.0,9.0,1.0,4.0,0.4444444444444444,0.4444444444444444,19321.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.3333333333333333,0.6666666666666666,900552.0,3882417.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.5555555555555556,1.0,228272.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.6666666666666666,0.7777777777777777,1401.0,159744.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.3333333333333333,3959426.0,4781568.0,3958025.0,0.9996461608324034,0.8277671675902131,"(0.95, 1.0]",0.17187899324219036
7.0,9.0,2.0,4.0,0.8888888888888888,0.2222222222222222,128.0,4623225.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,1.0,0.0,1.0,4782969.0,1.0,1.0,2.0907515812876894e-07,"(0.95, 1.0]",0.9999997909248419
7.0,9.0,3.0,0.0,0.2222222222222222,0.8888888888888888,3523257.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.5555555555555556,4782969.0,828873.0,828873.0,0.17329675354366714,1.0,"(0.15, 0.2]",-0.8267032464563329
7.0,9.0,1.0,4.0,0.4444444444444444,0.5555555555555556,19321.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.4444444444444444,3959426.0,4763648.0,3940105.0,0.995120252278992,0.8271192581819647,"(0.95, 1.0]",0.1680009940970273
7.0,9.0,2.0,2.0,0.3333333333333333,0.7777777777777777,900552.0,2470629.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.6666666666666666,0.0,36192.0,4782969.0,36192.0,1.0,0.007566848122996407,"(0.95, 1.0]",0.9924331518770035
7.0,9.0,1.0,5.0,0.6666666666666666,0.8888888888888888,1401.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,0.3333333333333333,128.0,4085625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,1.0,0.1111111111111111,1.0,4503033.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.2222222222222222,1.0,3523257.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.6666666666666666,4782969.0,216513.0,216513.0,0.045267489711934165,1.0,"(-0.001, 0.05]",-0.9547325102880658
7.0,9.0,1.0,4.0,0.4444444444444444,0.6666666666666666,19321.0,1565625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.3333333333333333,0.8888888888888888,900552.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.6666666666666666,0.1111111111111111,36192.0,4780782.0,34944.0,0.9655172413793104,0.0073092644676122035,"(0.95, 1.0]",0.9582079769116982
7.0,9.0,2.0,1.0,0.1111111111111111,0.5555555555555556,3959426.0,4763648.0,3940105.0,0.995120252278992,0.8271192581819647,"(0.95, 1.0]",0.1680009940970273
7.0,9.0,1.0,5.0,0.6666666666666666,1.0,1401.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,0.4444444444444444,128.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.3333333333333333,0.0,2053593.0,4782969.0,2053593.0,1.0,0.42935528120713307,"(0.95, 1.0]",0.5706447187928669
7.0,9.0,2.0,6.0,0.0,0.7777777777777777,4782969.0,32805.0,32805.0,0.006858710562414266,1.0,"(-0.001, 0.05]",-0.9931412894375857
7.0,9.0,1.0,6.0,1.0,0.2222222222222222,1.0,3523257.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.4444444444444444,0.7777777777777777,19321.0,515625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.6666666666666666,0.2222222222222222,36192.0,4750164.0,24192.0,0.6684350132625995,0.005092876793306504,"(0.65, 0.7]",0.663342136469293
7.0,9.0,2.0,2.0,0.3333333333333333,1.0,900552.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.6666666666666666,3959426.0,4620288.0,3796745.0,0.9589129838516998,0.8217550507673981,"(0.95, 1.0]",0.1371579330843017
7.0,9.0,1.0,5.0,0.7777777777777777,0.0,57.0,4782969.0,57.0,1.0,1.1917284013339834e-05,"(0.95, 1.0]",0.9999880827159867
7.0,9.0,2.0,4.0,0.8888888888888888,0.5555555555555556,128.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,0.8888888888888888,4782969.0,2187.0,2187.0,0.00045724737082761767,1.0,"(-0.001, 0.05]",-0.9995427526291724
7.0,9.0,3.0,0.0,0.3333333333333333,0.1111111111111111,2053593.0,4780782.0,2051406.0,0.9989350372736954,0.42909423604757546,"(0.95, 1.0]",0.5698408012261199
7.0,9.0,1.0,6.0,1.0,0.3333333333333333,1.0,2053593.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.4444444444444444,0.8888888888888888,19321.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.0,228272.0,4782969.0,228272.0,1.0,0.04772600449637035,"(0.95, 1.0]",0.9522739955036297
7.0,9.0,2.0,3.0,0.6666666666666666,0.3333333333333333,36192.0,4566456.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.7777777777777777,3959426.0,3932160.0,3108617.0,0.785118095400697,0.7905621846516927,"(0.75, 0.8]",-0.0054440892509957095
7.0,9.0,1.0,5.0,0.7777777777777777,0.1111111111111111,57.0,4704844.0,28.0,0.4912280701754386,5.951313157248148e-06,"(0.45, 0.5]",0.4912221188622814
7.0,9.0,2.0,4.0,0.8888888888888888,0.6666666666666666,128.0,1565625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.0,1.0,4782969.0,2187.0,2187.0,0.00045724737082761767,1.0,"(-0.001, 0.05]",-0.9995427526291724
7.0,9.0,3.0,0.0,0.3333333333333333,0.2222222222222222,2053593.0,4750164.0,2020788.0,0.9840255591054312,0.42541436464088395,"(0.95, 1.0]",0.5586111944645473
7.0,9.0,1.0,6.0,1.0,0.4444444444444444,1.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.1111111111111111,228272.0,4782841.0,228144.0,0.9994392654377234,0.047700519419315836,"(0.95, 1.0]",0.9517387460184076
7.0,9.0,1.0,4.0,0.4444444444444444,1.0,19321.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.6666666666666666,0.4444444444444444,36192.0,3954096.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.1111111111111111,0.8888888888888888,3959426.0,2097152.0,1273609.0,0.3216650595313563,0.6073040962219238,"(0.3, 0.35]",-0.2856390366905675
7.0,9.0,1.0,5.0,0.7777777777777777,0.2222222222222222,57.0,4267344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,0.7777777777777777,128.0,515625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.0,3959426.0,4782969.0,3959426.0,1.0,0.8278176170491592,"(0.95, 1.0]",0.17218238295084076
7.0,9.0,3.0,0.0,0.3333333333333333,0.3333333333333333,2053593.0,4566456.0,1837080.0,0.8945686900958466,0.4022988505747127,"(0.85, 0.9]",0.4922698395211339
7.0,9.0,1.0,6.0,1.0,0.5555555555555556,1.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.2222222222222222,228272.0,4779705.0,225008.0,0.9857012686619472,0.047075708647290986,"(0.95, 1.0]",0.9386255600146562
7.0,9.0,1.0,4.0,0.5555555555555556,0.0,19321.0,4782969.0,19321.0,1.0,0.0040395411302059465,"(0.95, 1.0]",0.995960458869794
7.0,9.0,2.0,1.0,0.1111111111111111,1.0,3959426.0,2097152.0,1273609.0,0.3216650595313563,0.6073040962219238,"(0.3, 0.35]",-0.2856390366905675
7.0,9.0,2.0,3.0,0.6666666666666666,0.5555555555555556,36192.0,3954096.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.7777777777777777,0.3333333333333333,57.0,3217344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,0.8888888888888888,128.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.1111111111111111,3959426.0,4503033.0,3695874.0,0.933436816346612,0.8207521463866687,"(0.9, 0.95]",0.1126846699599433
7.0,9.0,1.0,6.0,1.0,0.6666666666666666,1.0,216513.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.3333333333333333,0.4444444444444444,2053593.0,3954096.0,1224720.0,0.5963791267305645,0.3097345132743363,"(0.55, 0.6]",0.28664461345622816
7.0,9.0,2.0,3.0,0.6666666666666666,0.6666666666666666,36192.0,2729376.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.3333333333333333,228272.0,4746777.0,192080.0,0.8414523025162963,0.04046535154274153,"(0.8, 0.85]",0.8009869509735548
7.0,9.0,1.0,4.0,0.5555555555555556,0.1111111111111111,19321.0,4766585.0,18165.0,0.9401687283266912,0.0038109044525588016,"(0.9, 0.95]",0.9363578238741324
7.0,9.0,2.0,1.0,0.2222222222222222,0.0,2312340.0,4782969.0,2312340.0,1.0,0.4834528511474777,"(0.95, 1.0]",0.5165471488525223
7.0,9.0,1.0,5.0,0.7777777777777777,0.4444444444444444,57.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.8888888888888888,1.0,128.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.2222222222222222,3959426.0,3523257.0,2802114.0,0.7077071272452118,0.7953192174172932,"(0.7, 0.75]",-0.08761209017208138
7.0,9.0,1.0,6.0,1.0,0.7777777777777777,1.0,32805.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.3333333333333333,0.5555555555555556,2053593.0,3954096.0,1224720.0,0.5963791267305645,0.3097345132743363,"(0.55, 0.6]",0.28664461345622816
7.0,9.0,2.0,2.0,0.4444444444444444,0.4444444444444444,228272.0,4554697.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.2222222222222222,0.1111111111111111,2312340.0,4782968.0,2312339.0,0.999999567537646,0.4834527431502783,"(0.95, 1.0]",0.5165468243873677
7.0,9.0,2.0,3.0,0.6666666666666666,0.7777777777777777,36192.0,1259712.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.5555555555555556,0.2222222222222222,19321.0,4623225.0,12775.0,0.6611976605765747,0.002763222642203224,"(0.65, 0.7]",0.6584344379343715
7.0,9.0,1.0,5.0,0.7777777777777777,0.5555555555555556,57.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.3333333333333333,3959426.0,2053593.0,1525986.0,0.3854058643853933,0.743081029201015,"(0.35, 0.4]",-0.3576751648156217
7.0,9.0,2.0,4.0,1.0,0.0,128.0,4782969.0,128.0,1.0,2.676162024048243e-05,"(0.95, 1.0]",0.9999732383797595
7.0,9.0,1.0,6.0,1.0,0.8888888888888888,1.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.3333333333333333,0.6666666666666666,2053593.0,2729376.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.5555555555555556,228272.0,4554697.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.2222222222222222,0.2222222222222222,2312340.0,4782912.0,2312283.0,0.9999753496458134,0.4834466952350368,"(0.95, 1.0]",0.5165286544107766
7.0,9.0,2.0,3.0,0.6666666666666666,0.8888888888888888,36192.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.5555555555555556,0.3333333333333333,19321.0,4085625.0,4375.0,0.22643755499197765,0.0010708275967569222,"(0.2, 0.25]",0.22536672739522073
7.0,9.0,1.0,5.0,0.7777777777777777,0.6666666666666666,57.0,697344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.4444444444444444,3959426.0,828873.0,543186.0,0.13718806715922965,0.6553307925339588,"(0.1, 0.15]",-0.518142725374729
7.0,9.0,2.0,4.0,1.0,0.1111111111111111,128.0,4766585.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,1.0,1.0,1.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.3333333333333333,0.7777777777777777,2053593.0,1259712.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.2222222222222222,0.3333333333333333,2312340.0,4781568.0,2310939.0,0.9993941202418328,0.4833015027706393,"(0.95, 1.0]",0.5160926174711935
7.0,9.0,2.0,2.0,0.4444444444444444,0.6666666666666666,228272.0,3882417.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.5555555555555556,0.4444444444444444,19321.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.6666666666666666,1.0,36192.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.7777777777777777,0.7777777777777777,57.0,159744.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.5555555555555556,3959426.0,828873.0,543186.0,0.13718806715922965,0.6553307925339588,"(0.1, 0.15]",-0.518142725374729
7.0,9.0,2.0,4.0,1.0,0.2222222222222222,128.0,4623225.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.0,0.0,4782969.0,4782969.0,4782969.0,1.0,1.0,"(0.95, 1.0]",0.0
7.0,9.0,3.0,0.0,0.3333333333333333,0.8888888888888888,2053593.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.7777777777777777,228272.0,2470629.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.5555555555555556,0.5555555555555556,19321.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.7777777777777777,0.8888888888888888,57.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.2222222222222222,0.4444444444444444,2312340.0,4763648.0,2293019.0,0.991644394855428,0.4813577745458942,"(0.95, 1.0]",0.5102866203095338
7.0,9.0,2.0,3.0,0.7777777777777777,0.0,3264.0,4782969.0,3264.0,1.0,0.0006824213161323019,"(0.95, 1.0]",0.9993175786838677
7.0,9.0,2.0,6.0,0.1111111111111111,0.6666666666666666,3959426.0,216513.0,112266.0,0.02835410991391176,0.5185185185185185,"(-0.001, 0.05]",-0.49016440860460675
7.0,9.0,2.0,4.0,1.0,0.3333333333333333,128.0,4085625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.0,0.1111111111111111,4782969.0,4782841.0,4782841.0,0.9999732383797596,1.0,"(0.95, 1.0]",-2.6761620240400852e-05
7.0,9.0,3.0,0.0,0.3333333333333333,1.0,2053593.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,0.4444444444444444,0.8888888888888888,228272.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.5555555555555556,0.6666666666666666,19321.0,1565625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.2222222222222222,0.5555555555555556,2312340.0,4763648.0,2293019.0,0.991644394855428,0.4813577745458942,"(0.95, 1.0]",0.5102866203095338
7.0,9.0,1.0,5.0,0.7777777777777777,1.0,57.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.7777777777777777,0.1111111111111111,3264.0,4780782.0,2688.0,0.8235294117647058,0.0005622511128932463,"(0.8, 0.85]",0.8229671606518126
7.0,9.0,2.0,6.0,0.1111111111111111,0.7777777777777777,3959426.0,32805.0,10206.0,0.0025776463558101607,0.3111111111111111,"(-0.001, 0.05]",-0.30853346475530097
7.0,9.0,2.0,4.0,1.0,0.4444444444444444,128.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.0,0.2222222222222222,4782969.0,4779705.0,4779705.0,0.9993175786838676,1.0,"(0.95, 1.0]",-0.0006824213161323867
7.0,9.0,3.0,0.0,0.4444444444444444,0.0,828873.0,4782969.0,828873.0,1.0,0.17329675354366714,"(0.95, 1.0]",0.8267032464563329
7.0,9.0,2.0,2.0,0.4444444444444444,1.0,228272.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.8888888888888888,0.0,1.0,4782969.0,1.0,1.0,2.0907515812876894e-07,"(0.95, 1.0]",0.9999997909248419
7.0,9.0,2.0,1.0,0.2222222222222222,0.6666666666666666,2312340.0,4620288.0,2149659.0,0.9296465917641871,0.4652651523021942,"(0.9, 0.95]",0.4643814394619929
7.0,9.0,1.0,4.0,0.5555555555555556,0.7777777777777777,19321.0,515625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.7777777777777777,0.2222222222222222,3264.0,4750164.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,1.0,0.5555555555555556,128.0,2965625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,0.8888888888888888,3959426.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.4444444444444444,0.1111111111111111,828873.0,4780782.0,826686.0,0.9973614775725592,0.1729185727355901,"(0.95, 1.0]",0.8244429048369691
7.0,9.0,2.0,0.0,0.0,0.3333333333333333,4782969.0,4746777.0,4746777.0,0.9924331518770036,1.0,"(0.95, 1.0]",-0.00756684812299635
7.0,9.0,2.0,2.0,0.5555555555555556,0.0,228272.0,4782969.0,228272.0,1.0,0.04772600449637035,"(0.95, 1.0]",0.9522739955036297
7.0,9.0,1.0,4.0,0.5555555555555556,0.8888888888888888,19321.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.7777777777777777,0.3333333333333333,3264.0,4566456.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.2222222222222222,0.7777777777777777,2312340.0,3932160.0,1461531.0,0.6320571369262306,0.3716865539550781,"(0.6, 0.65]",0.26037058297115245
7.0,9.0,1.0,5.0,0.8888888888888888,0.1111111111111111,1.0,4704844.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,1.0,0.6666666666666666,128.0,1565625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.1111111111111111,1.0,3959426.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,0.4444444444444444,0.2222222222222222,828873.0,4750164.0,796068.0,0.9604221635883904,0.16758747697974216,"(0.95, 1.0]",0.7928346866086482
7.0,9.0,2.0,0.0,0.0,0.4444444444444444,4782969.0,4554697.0,4554697.0,0.9522739955036296,1.0,"(0.95, 1.0]",-0.04772600449637043
7.0,9.0,2.0,2.0,0.5555555555555556,0.1111111111111111,228272.0,4782841.0,228144.0,0.9994392654377234,0.047700519419315836,"(0.95, 1.0]",0.9517387460184076
7.0,9.0,2.0,3.0,0.7777777777777777,0.4444444444444444,3264.0,3954096.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,4.0,0.5555555555555556,1.0,19321.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
