id,constr_count,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b,p_ap_b,strat
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,4,0.7777777777777777,0.1111111111111111,566,3600,55,0.09717314487632508,0.015277777777777777,0.0014845897133883,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,1.0,0.5555555555555556,1,632,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,1.0,0.1111111111111111,1,4320,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,6,0.1111111111111111,0.2222222222222222,2304,2400,960,0.4166666666666667,0.4,0.16666666666666669,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.8888888888888888,0.7777777777777777,15,59,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,0.1111111111111111,0.7777777777777777,800,185,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,5,0.4444444444444444,0.8888888888888888,2580,76,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,0,0.7777777777777777,0.8888888888888888,993,96,30,0.030211480362537766,0.3125,0.009441087613293053,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,0.1111111111111111,0.3333333333333333,4320,4305,2385,0.5520833333333334,0.554006968641115,0.30585801393728224,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,2,0.3333333333333333,0.5555555555555556,5209,4081,2463,0.47283547705893647,0.6035285469247733,0.2853697084038619,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.1111111111111111,0.1111111111111111,270,192,24,0.08888888888888889,0.125,0.011111111111111112,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,3,0.7777777777777777,0.8888888888888888,647,125,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,13,0.3333333333333333,0.1111111111111111,357,256,29,0.08123249299719888,0.11328125,0.009202118347338936,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,4,0.5555555555555556,0.6666666666666666,2412,1480,218,0.09038142620232173,0.1472972972972973,0.013312939805477118,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,12,0.5555555555555556,0.2222222222222222,375,512,3,0.008,0.005859375,4.6875e-05,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,0,0.6666666666666666,0.5555555555555556,2868,5561,2221,0.7744072524407253,0.39938859917281067,0.3092894277415664,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,1,0.5555555555555556,0.7777777777777777,4175,753,407,0.09748502994011976,0.5405046480743692,0.05269111180030377,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,9,0.3333333333333333,1.0,935,1,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,8,0.6666666666666666,0.1111111111111111,518,1440,38,0.07335907335907337,0.02638888888888889,0.001935864435864436,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,11,0.7777777777777777,0.4444444444444444,110,610,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,6,0.2222222222222222,0.6666666666666666,2294,1064,226,0.0985178727114211,0.212406015037594,0.020925788752613878,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,2,0.2222222222222222,0.1111111111111111,5368,5184,3568,0.6646795827123696,0.6882716049382716,0.45748008316314326,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,2,0.3333333333333333,0.5555555555555556,5209,4081,2463,0.47283547705893647,0.6035285469247733,0.2853697084038619,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,6,1.0,0.1111111111111111,1,2400,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,1.0,0.1111111111111111,1,4320,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,6,0.1111111111111111,0.3333333333333333,2304,2396,956,0.4149305555555556,0.3989983305509182,0.1655565989612317,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,1.0,0.5555555555555556,1,632,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.1111111111111111,0.1111111111111111,1728,1920,576,0.3333333333333333,0.3,0.09999999999999999,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,8,0.4444444444444444,0.7777777777777777,1044,238,2,0.0019157088122605363,0.008403361344537815,1.6098393380340642e-05,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,3,0.1111111111111111,0.1111111111111111,4320,4320,2400,0.5555555555555556,0.5555555555555556,0.308641975308642,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,9,0.2222222222222222,0.5555555555555556,956,762,91,0.09518828451882845,0.1194225721784777,0.011367629778495262,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,0.1111111111111111,0.7777777777777777,800,185,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,5,0.3333333333333333,0.4444444444444444,2809,2757,972,0.3460306158775365,0.352557127312296,0.12199555989588881,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,4,0.7777777777777777,0.1111111111111111,566,3600,55,0.09717314487632508,0.015277777777777777,0.0014845897133883,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,10,0.8888888888888888,0.2222222222222222,29,800,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,10,0.1111111111111111,0.1111111111111111,800,800,96,0.12,0.12,0.0144,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,7,0.6666666666666666,1.0,679,1,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.1111111111111111,0.1111111111111111,270,192,24,0.08888888888888889,0.125,0.011111111111111112,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.8888888888888888,0.3333333333333333,61,1918,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,8,0.6666666666666666,0.1111111111111111,518,1440,38,0.07335907335907337,0.02638888888888889,0.001935864435864436,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,13,0.3333333333333333,0.1111111111111111,357,256,29,0.08123249299719888,0.11328125,0.009202118347338936,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,4,0.5555555555555556,0.6666666666666666,2412,1480,218,0.09038142620232173,0.1472972972972973,0.013312939805477118,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,12,0.3333333333333333,0.8888888888888888,475,26,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,3,0.1111111111111111,0.1111111111111111,4320,4320,2400,0.5555555555555556,0.5555555555555556,0.308641975308642,Constrained Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,2,0.8888888888888888,0.6666666666666666,120,2560,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,1,0.5555555555555556,0.7777777777777777,4175,753,407,0.09748502994011976,0.5405046480743692,0.05269111180030377,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,0.1111111111111111,0.3333333333333333,4320,4305,2385,0.5520833333333334,0.554006968641115,0.30585801393728224,Constrained Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,13,0.1111111111111111,0.7777777777777777,360,80,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,14,0.7777777777777777,0.3333333333333333,53,192,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,0,0.7777777777777777,0.8888888888888888,993,96,30,0.030211480362537766,0.3125,0.009441087613293053,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.8888888888888888,0.7777777777777777,15,59,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,11,0.6666666666666666,0.1111111111111111,292,640,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,1.0,0.6666666666666666,1,413,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,0,0.6666666666666666,0.5555555555555556,2868,5561,2221,0.7744072524407253,0.39938859917281067,0.3092894277415664,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,5,0.4444444444444444,0.8888888888888888,2580,76,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,2,0.2222222222222222,0.1111111111111111,5368,5184,3568,0.6646795827123696,0.6882716049382716,0.45748008316314326,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,6,1.0,0.1111111111111111,1,2400,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,3,0.7777777777777777,0.8888888888888888,647,125,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,6,0.2222222222222222,0.6666666666666666,2294,1064,226,0.0985178727114211,0.212406015037594,0.020925788752613878,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,2,0.3333333333333333,0.5555555555555556,5209,4081,2463,0.47283547705893647,0.6035285469247733,0.2853697084038619,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,11,0.7777777777777777,0.4444444444444444,110,610,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,13,1.0,0.5555555555555556,1,232,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,8,0.4444444444444444,0.7777777777777777,1044,238,2,0.0019157088122605363,0.008403361344537815,1.6098393380340642e-05,Constrained Enumeration
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,2,0.8888888888888888,0.6666666666666666,120,2560,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,3,0.6666666666666666,0.4444444444444444,1720,4093,443,0.2575581395348837,0.10823356950891766,0.02787643679793635,Constrained Enumeration
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,2,0.1111111111111111,0.1111111111111111,5398,5184,3598,0.6665431641348648,0.6940586419753086,0.4626200433173695,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,13,0.1111111111111111,0.7777777777777777,360,80,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,5,0.3333333333333333,0.4444444444444444,2809,2757,972,0.3460306158775365,0.352557127312296,0.12199555989588881,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,10,0.1111111111111111,0.1111111111111111,800,800,96,0.12,0.12,0.0144,Enumeration
