id,constr_count,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b,p_ap_b,success,total_message_count,strat,utility,opponent_utility,transcript
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.1111111111111111,0.2222222222222222,270,192,24,0.08888888888888889,0.125,0.011111111111111113,False,2,Constrained Linear Concession,-16777216,-16777216,"(A=>B;OFFER;[issue0->2, issue1->5, issue2->4, issue3->1, issue4->0])
(B=>A;EXIT)"
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,3,0.8888888888888888,0.1111111111111111,120,4320,0,0.0,0.0,0.0,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.1111111111111111,0.6666666666666666,1728,966,138,0.0798611111111111,0.14285714285714285,0.011408730158730156,False,2,Constrained Linear Concession,-16777216,-16777216,"(A=>B;OFFER;[issue0->1, issue1->5, issue2->4, issue3->1, issue4->1])
(B=>A;EXIT)"
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,11,0.1111111111111111,0.1111111111111111,600,640,64,0.10666666666666667,0.1,0.010666666666666668,False,3,Linear Random,-16777216,-16777216,"(A=>B;OFFER;[issue0->1, issue1->5, issue2->4, issue3->1, issue4->1])
(B=>A;OFFER;[issue0->3, issue1->1, issue2->4, issue3->0, issue4->0])
(A=>B;EXIT)"
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,1.0,0.4444444444444444,1,4093,0,0.0,0.0,0.0,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,8,0.4444444444444444,0.7777777777777777,1044,238,2,0.0019157088122605363,0.008403361344537815,1.6098393380340642e-05,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,4,0.4444444444444444,0.7777777777777777,3104,514,79,0.02545103092783505,0.15369649805447472,0.003911734325484376,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,11,0.7777777777777777,0.6666666666666666,110,313,0,0.0,0.0,0.0,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,2,0.2222222222222222,0.2222222222222222,5368,5184,3568,0.6646795827123696,0.6882716049382716,0.4574800831631433,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.1111111111111111,0.8888888888888888,1728,67,0,0.0,0.0,0.0,False,2,Linear Concession,-16777216,-16777216,"(A=>B;OFFER;[issue0->1, issue1->2, issue2->5, issue3->1, issue4->2])
(B=>A;EXIT)"
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,2,0.8888888888888888,0.6666666666666666,120,2560,0,0.0,0.0,0.0,False,1,Constrained Linear Concession,-16777216,-16777216,(A=>B;EXIT)
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,14,0.7777777777777777,0.5555555555555556,53,175,0,0.0,0.0,0.0,False,1,Linear Concession,-16777216,-16777216,(A=>B;EXIT)
